_id,deviceId,temperature,humidity,createdAt
69aac10e1b0c1bff0a817832,BOX-DEL-02,8.09,51.76,01-01-2025 12:00
69aac10e1b0c1bff0a817833,BOX-DEL-02,8.39,53.96,01-01-2025 12:10
69aac10e1b0c1bff0a817834,BOX-DEL-02,8.12,41.52,01-01-2025 12:20
69aac10e1b0c1bff0a817835,BOX-DEL-02,8.31,43.85,01-01-2025 12:30
69aac10e1b0c1bff0a817836,BOX-DEL-02,8.27,42.69,01-01-2025 12:40
69aac10e1b0c1bff0a817837,BOX-DEL-02,8.02,53.21,01-01-2025 12:50
69aac10e1b0c1bff0a817838,BOX-DEL-02,8.15,50.68,01-01-2025 13:00
69aac10e1b0c1bff0a817839,BOX-DEL-02,8.09,53.37,01-01-2025 13:10
69aac10e1b0c1bff0a81783a,BOX-DEL-02,8.17,45.72,01-01-2025 13:20
69aac10e1b0c1bff0a81783b,BOX-DEL-02,8.2,55.84,01-01-2025 13:30
69aac10e1b0c1bff0a81783c,BOX-DEL-02,8.31,47.82,01-01-2025 13:40
69aac10e1b0c1bff0a81783d,BOX-DEL-02,8.38,58.69,01-01-2025 13:50
69aac10e1b0c1bff0a81783e,BOX-DEL-02,8.64,47.54,01-01-2025 14:00
69aac10e1b0c1bff0a81783f,BOX-DEL-02,8.9,41.42,01-01-2025 14:10
69aac10e1b0c1bff0a817840,BOX-DEL-02,9.11,43.19,01-01-2025 14:20
69aac10e1b0c1bff0a817841,BOX-DEL-02,9.05,46.6,01-01-2025 14:30
69aac10e1b0c1bff0a817842,BOX-DEL-02,9.09,45.91,01-01-2025 14:40
69aac10e1b0c1bff0a817843,BOX-DEL-02,9,53.39,01-01-2025 14:50
69aac10e1b0c1bff0a817844,BOX-DEL-02,8.96,46.28,01-01-2025 15:00
69aac10e1b0c1bff0a817845,BOX-DEL-02,8.86,40.8,01-01-2025 15:10
69aac10e1b0c1bff0a817846,BOX-DEL-02,8.62,57.51,01-01-2025 15:20
69aac10e1b0c1bff0a817847,BOX-DEL-02,8.75,50.75,01-01-2025 15:30
69aac10e1b0c1bff0a817848,BOX-DEL-02,8.5,59.79,01-01-2025 15:40
69aac10e1b0c1bff0a817849,BOX-DEL-02,8.22,46.89,01-01-2025 15:50
69aac10e1b0c1bff0a81784a,BOX-DEL-02,8.47,57.64,01-01-2025 16:00
69aac10e1b0c1bff0a81784b,BOX-DEL-02,8.67,42.19,01-01-2025 16:10
69aac10e1b0c1bff0a81784c,BOX-DEL-02,8.57,55.23,01-01-2025 16:20
69aac10e1b0c1bff0a81784d,BOX-DEL-02,8.41,40.31,01-01-2025 16:30
69aac10e1b0c1bff0a81784e,BOX-DEL-02,8.19,55.25,01-01-2025 16:40
69aac10e1b0c1bff0a81784f,BOX-DEL-02,7.96,41.88,01-01-2025 16:50
69aac10e1b0c1bff0a817850,BOX-DEL-02,8,44.53,01-01-2025 17:00
69aac10e1b0c1bff0a817851,BOX-DEL-02,7.71,59.07,01-01-2025 17:10
69aac10e1b0c1bff0a817852,BOX-DEL-02,7.88,59.55,01-01-2025 17:20
69aac10e1b0c1bff0a817853,BOX-DEL-02,7.75,45.13,01-01-2025 17:30
69aac10e1b0c1bff0a817854,BOX-DEL-02,7.58,52.22,01-01-2025 17:40
69aac10e1b0c1bff0a817855,BOX-DEL-02,7.72,56.84,01-01-2025 17:50
69aac10e1b0c1bff0a817856,BOX-DEL-02,7.65,49.41,01-01-2025 18:00
69aac10e1b0c1bff0a817857,BOX-DEL-02,7.73,53.72,01-01-2025 18:10
69aac10e1b0c1bff0a817858,BOX-DEL-02,8.03,47.58,01-01-2025 18:20
69aac10e1b0c1bff0a817859,BOX-DEL-02,7.75,51.92,01-01-2025 18:30
69aac10e1b0c1bff0a81785a,BOX-DEL-02,8.03,57.2,01-01-2025 18:40
69aac10e1b0c1bff0a81785b,BOX-DEL-02,7.98,42.59,01-01-2025 18:50
69aac10e1b0c1bff0a81785c,BOX-DEL-02,7.98,44.68,01-01-2025 19:00
69aac10e1b0c1bff0a81785d,BOX-DEL-02,8.09,48.46,01-01-2025 19:10
69aac10e1b0c1bff0a81785e,BOX-DEL-02,7.94,46.63,01-01-2025 19:20
69aac10e1b0c1bff0a81785f,BOX-DEL-02,7.83,49.73,01-01-2025 19:30
69aac10e1b0c1bff0a817860,BOX-DEL-02,7.92,50.7,01-01-2025 19:40
69aac10e1b0c1bff0a817861,BOX-DEL-02,7.83,47.82,01-01-2025 19:50
69aac10e1b0c1bff0a817862,BOX-DEL-02,7.62,49.34,01-01-2025 20:00
69aac10e1b0c1bff0a817863,BOX-DEL-02,7.49,51.26,01-01-2025 20:10
69aac10e1b0c1bff0a817864,BOX-DEL-02,7.28,52.08,01-01-2025 20:20
69aac10e1b0c1bff0a817865,BOX-DEL-02,7.14,52.57,01-01-2025 20:30
69aac10e1b0c1bff0a817866,BOX-DEL-02,6.91,44.19,01-01-2025 20:40
69aac10e1b0c1bff0a817867,BOX-DEL-02,6.87,51.21,01-01-2025 20:50
69aac10e1b0c1bff0a817868,BOX-DEL-02,7.15,41.81,01-01-2025 21:00
69aac10e1b0c1bff0a817869,BOX-DEL-02,6.95,41.81,01-01-2025 21:10
69aac10e1b0c1bff0a81786a,BOX-DEL-02,7.01,52.31,01-01-2025 21:20
69aac10e1b0c1bff0a81786b,BOX-DEL-02,7.04,43.91,01-01-2025 21:30
69aac10e1b0c1bff0a81786c,BOX-DEL-02,7.16,50.2,01-01-2025 21:40
69aac10e1b0c1bff0a81786d,BOX-DEL-02,7.34,40.45,01-01-2025 21:50
69aac10e1b0c1bff0a81786e,BOX-DEL-02,7.22,57.73,01-01-2025 22:00
69aac10e1b0c1bff0a81786f,BOX-DEL-02,7.31,47.25,01-01-2025 22:10
69aac10e1b0c1bff0a817870,BOX-DEL-02,7.51,44.37,01-01-2025 22:20
69aac10e1b0c1bff0a817871,BOX-DEL-02,7.51,48.78,01-01-2025 22:30
69aac10e1b0c1bff0a817872,BOX-DEL-02,7.33,56.89,01-01-2025 22:40
69aac10e1b0c1bff0a817873,BOX-DEL-02,7.47,43.99,01-01-2025 22:50
69aac10e1b0c1bff0a817874,BOX-DEL-02,7.45,53.28,01-01-2025 23:00
69aac10e1b0c1bff0a817875,BOX-DEL-02,7.54,54.95,01-01-2025 23:10
69aac10e1b0c1bff0a817876,BOX-DEL-02,7.65,42.53,01-01-2025 23:20
69aac10e1b0c1bff0a817877,BOX-DEL-02,7.66,44.69,01-01-2025 23:30
69aac10e1b0c1bff0a817878,BOX-DEL-02,7.41,59.12,01-01-2025 23:40
69aac10e1b0c1bff0a817879,BOX-DEL-02,7.52,45.53,01-01-2025 23:50
69aac10e1b0c1bff0a81787a,BOX-DEL-02,7.74,48.84,02-01-2025 00:00
69aac10e1b0c1bff0a81787b,BOX-DEL-02,7.92,44.15,02-01-2025 00:10
69aac10e1b0c1bff0a81787c,BOX-DEL-02,8.05,41.92,02-01-2025 00:20
69aac10e1b0c1bff0a81787d,BOX-DEL-02,8.34,57.1,02-01-2025 00:30
69aac10e1b0c1bff0a81787e,BOX-DEL-02,8.56,48.86,02-01-2025 00:40
69aac10e1b0c1bff0a81787f,BOX-DEL-02,8.4,47.86,02-01-2025 00:50
69aac10e1b0c1bff0a817880,BOX-DEL-02,8.3,53.54,02-01-2025 01:00
69aac10e1b0c1bff0a817881,BOX-DEL-02,8.32,49.31,02-01-2025 01:10
69aac10e1b0c1bff0a817882,BOX-DEL-02,8.09,53.67,02-01-2025 01:20
69aac10e1b0c1bff0a817883,BOX-DEL-02,8.36,49.39,02-01-2025 01:30
69aac10e1b0c1bff0a817884,BOX-DEL-02,8.16,43.08,02-01-2025 01:40
69aac10e1b0c1bff0a817885,BOX-DEL-02,8.38,44.65,02-01-2025 01:50
69aac10e1b0c1bff0a817886,BOX-DEL-02,8.08,40.32,02-01-2025 02:00
69aac10e1b0c1bff0a817887,BOX-DEL-02,8.21,57.12,02-01-2025 02:10
69aac10e1b0c1bff0a817888,BOX-DEL-02,8.45,47.31,02-01-2025 02:20
69aac10e1b0c1bff0a817889,BOX-DEL-02,8.56,46.59,02-01-2025 02:30
69aac10e1b0c1bff0a81788a,BOX-DEL-02,8.63,54.28,02-01-2025 02:40
69aac10e1b0c1bff0a81788b,BOX-DEL-02,8.53,49.06,02-01-2025 02:50
69aac10e1b0c1bff0a81788c,BOX-DEL-02,8.7,45.29,02-01-2025 03:00
69aac10e1b0c1bff0a81788d,BOX-DEL-02,8.62,56.9,02-01-2025 03:10
69aac10e1b0c1bff0a81788e,BOX-DEL-02,8.35,58.54,02-01-2025 03:20
69aac10e1b0c1bff0a81788f,BOX-DEL-02,8.38,41.71,02-01-2025 03:30
69aac10e1b0c1bff0a817890,BOX-DEL-02,8.25,58.58,02-01-2025 03:40
69aac10e1b0c1bff0a817891,BOX-DEL-02,8.48,48.62,02-01-2025 03:50
69aac10e1b0c1bff0a817892,BOX-DEL-02,8.5,45.44,02-01-2025 04:00
69aac10e1b0c1bff0a817893,BOX-DEL-02,8.38,40.1,02-01-2025 04:10
69aac10e1b0c1bff0a817894,BOX-DEL-02,8.33,41.53,02-01-2025 04:20
69aac10e1b0c1bff0a817895,BOX-DEL-02,8.26,43.15,02-01-2025 04:30
69aac10e1b0c1bff0a817896,BOX-DEL-02,8.37,44.86,02-01-2025 04:40
69aac10e1b0c1bff0a817897,BOX-DEL-02,8.29,53.65,02-01-2025 04:50
69aac10e1b0c1bff0a817898,BOX-DEL-02,8.57,49.33,02-01-2025 05:00
69aac10e1b0c1bff0a817899,BOX-DEL-02,8.29,42.56,02-01-2025 05:10
69aac10e1b0c1bff0a81789a,BOX-DEL-02,8.44,40.18,02-01-2025 05:20
69aac10e1b0c1bff0a81789b,BOX-DEL-02,8.19,46.18,02-01-2025 05:30
69aac10e1b0c1bff0a81789c,BOX-DEL-02,8.45,51.25,02-01-2025 05:40
69aac10e1b0c1bff0a81789d,BOX-DEL-02,8.42,46.3,02-01-2025 05:50
69aac10e1b0c1bff0a81789e,BOX-DEL-02,8.56,44.25,02-01-2025 06:00
69aac10e1b0c1bff0a81789f,BOX-DEL-02,8.68,44.07,02-01-2025 06:10
69aac10e1b0c1bff0a8178a0,BOX-DEL-02,8.94,55.78,02-01-2025 06:20
69aac10e1b0c1bff0a8178a1,BOX-DEL-02,9.14,48.85,02-01-2025 06:30
69aac10e1b0c1bff0a8178a2,BOX-DEL-02,9.21,47.14,02-01-2025 06:40
69aac10e1b0c1bff0a8178a3,BOX-DEL-02,9.44,49.42,02-01-2025 06:50
69aac10e1b0c1bff0a8178a4,BOX-DEL-02,9.32,42.63,02-01-2025 07:00
69aac10e1b0c1bff0a8178a5,BOX-DEL-02,9.59,42.58,02-01-2025 07:10
69aac10e1b0c1bff0a8178a6,BOX-DEL-02,9.39,44.37,02-01-2025 07:20
69aac10e1b0c1bff0a8178a7,BOX-DEL-02,9.67,51.07,02-01-2025 07:30
69aac10e1b0c1bff0a8178a8,BOX-DEL-02,9.56,50.71,02-01-2025 07:40
69aac10e1b0c1bff0a8178a9,BOX-DEL-02,9.59,59.72,02-01-2025 07:50
69aac10e1b0c1bff0a8178aa,BOX-DEL-02,9.48,52.85,02-01-2025 08:00
69aac10e1b0c1bff0a8178ab,BOX-DEL-02,9.23,54.84,02-01-2025 08:10
69aac10e1b0c1bff0a8178ac,BOX-DEL-02,9.03,56.86,02-01-2025 08:20
69aac10e1b0c1bff0a8178ad,BOX-DEL-02,8.89,54.61,02-01-2025 08:30
69aac10e1b0c1bff0a8178ae,BOX-DEL-02,8.9,49.08,02-01-2025 08:40
69aac10e1b0c1bff0a8178af,BOX-DEL-02,8.66,58.57,02-01-2025 08:50
69aac10e1b0c1bff0a8178b0,BOX-DEL-02,8.59,56.15,02-01-2025 09:00
69aac10e1b0c1bff0a8178b1,BOX-DEL-02,8.32,51.77,02-01-2025 09:10
69aac10e1b0c1bff0a8178b2,BOX-DEL-02,8.07,43.05,02-01-2025 09:20
69aac10e1b0c1bff0a8178b3,BOX-DEL-02,8.05,53.67,02-01-2025 09:30
69aac10e1b0c1bff0a8178b4,BOX-DEL-02,8.07,41.63,02-01-2025 09:40
69aac10e1b0c1bff0a8178b5,BOX-DEL-02,8.13,51.86,02-01-2025 09:50
69aac10e1b0c1bff0a8178b6,BOX-DEL-02,8.42,59.75,02-01-2025 10:00
69aac10e1b0c1bff0a8178b7,BOX-DEL-02,8.49,55.05,02-01-2025 10:10
69aac10e1b0c1bff0a8178b8,BOX-DEL-02,8.64,53.01,02-01-2025 10:20
69aac10e1b0c1bff0a8178b9,BOX-DEL-02,8.54,41.54,02-01-2025 10:30
69aac10e1b0c1bff0a8178ba,BOX-DEL-02,8.64,49.17,02-01-2025 10:40
69aac10e1b0c1bff0a8178bb,BOX-DEL-02,8.84,46.15,02-01-2025 10:50
69aac10e1b0c1bff0a8178bc,BOX-DEL-02,9.02,40.49,02-01-2025 11:00
69aac10e1b0c1bff0a8178bd,BOX-DEL-02,9.18,58.51,02-01-2025 11:10
69aac10e1b0c1bff0a8178be,BOX-DEL-02,9.31,49.23,02-01-2025 11:20
69aac10e1b0c1bff0a8178bf,BOX-DEL-02,9.36,51.72,02-01-2025 11:30
69aac10e1b0c1bff0a8178c0,BOX-DEL-02,9.56,47.81,02-01-2025 11:40
69aac10e1b0c1bff0a8178c1,BOX-DEL-02,9.28,56.18,02-01-2025 11:50
69aac10e1b0c1bff0a8178c2,BOX-DEL-02,9.43,58.37,02-01-2025 12:00
69aac10e1b0c1bff0a8178c3,BOX-DEL-02,9.73,41.14,02-01-2025 12:10
69aac10e1b0c1bff0a8178c4,BOX-DEL-02,9.87,49.78,02-01-2025 12:20
69aac10e1b0c1bff0a8178c5,BOX-DEL-02,9.87,44.23,02-01-2025 12:30
69aac10e1b0c1bff0a8178c6,BOX-DEL-02,9.7,51.96,02-01-2025 12:40
69aac10e1b0c1bff0a8178c7,BOX-DEL-02,9.63,47.11,02-01-2025 12:50
69aac10e1b0c1bff0a8178c8,BOX-DEL-02,9.54,42.9,02-01-2025 13:00
69aac10e1b0c1bff0a8178c9,BOX-DEL-02,9.73,59.66,02-01-2025 13:10
69aac10e1b0c1bff0a8178ca,BOX-DEL-02,9.76,51.45,02-01-2025 13:20
69aac10e1b0c1bff0a8178cb,BOX-DEL-02,9.99,49.73,02-01-2025 13:30
69aac10e1b0c1bff0a8178cc,BOX-DEL-02,10.12,52.68,02-01-2025 13:40
69aac10e1b0c1bff0a8178cd,BOX-DEL-02,10.14,49.96,02-01-2025 13:50
69aac10e1b0c1bff0a8178ce,BOX-DEL-02,10.2,58.51,02-01-2025 14:00
69aac10e1b0c1bff0a8178cf,BOX-DEL-02,10.28,52.33,02-01-2025 14:10
69aac10e1b0c1bff0a8178d0,BOX-DEL-02,10.31,52.47,02-01-2025 14:20
69aac10e1b0c1bff0a8178d1,BOX-DEL-02,10.4,48.08,02-01-2025 14:30
69aac10e1b0c1bff0a8178d2,BOX-DEL-02,10.53,59.39,02-01-2025 14:40
69aac10e1b0c1bff0a8178d3,BOX-DEL-02,10.46,50.02,02-01-2025 14:50
69aac10e1b0c1bff0a8178d4,BOX-DEL-02,10.44,41.66,02-01-2025 15:00
69aac10e1b0c1bff0a8178d5,BOX-DEL-02,10.26,49.59,02-01-2025 15:10
69aac10e1b0c1bff0a8178d6,BOX-DEL-02,10.11,52.47,02-01-2025 15:20
69aac10e1b0c1bff0a8178d7,BOX-DEL-02,10.3,43.06,02-01-2025 15:30
69aac10e1b0c1bff0a8178d8,BOX-DEL-02,10.42,51.08,02-01-2025 15:40
69aac10e1b0c1bff0a8178d9,BOX-DEL-02,10.46,49,02-01-2025 15:50
69aac10e1b0c1bff0a8178da,BOX-DEL-02,10.71,44.84,02-01-2025 16:00
69aac10e1b0c1bff0a8178db,BOX-DEL-02,10.56,49.71,02-01-2025 16:10
69aac10e1b0c1bff0a8178dc,BOX-DEL-02,10.39,44.41,02-01-2025 16:20
69aac10e1b0c1bff0a8178dd,BOX-DEL-02,10.53,57.88,02-01-2025 16:30
69aac10e1b0c1bff0a8178de,BOX-DEL-02,10.74,43.14,02-01-2025 16:40
69aac10e1b0c1bff0a8178df,BOX-DEL-02,10.97,40.87,02-01-2025 16:50
69aac10e1b0c1bff0a8178e0,BOX-DEL-02,10.83,45.86,02-01-2025 17:00
69aac10e1b0c1bff0a8178e1,BOX-DEL-02,10.83,49.45,02-01-2025 17:10
69aac10e1b0c1bff0a8178e2,BOX-DEL-02,10.75,47.6,02-01-2025 17:20
69aac10e1b0c1bff0a8178e3,BOX-DEL-02,11.02,59.14,02-01-2025 17:30
69aac10e1b0c1bff0a8178e4,BOX-DEL-02,11.05,55.75,02-01-2025 17:40
69aac10e1b0c1bff0a8178e5,BOX-DEL-02,11,51.47,02-01-2025 17:50
69aac10e1b0c1bff0a8178e6,BOX-DEL-02,10.71,43.67,02-01-2025 18:00
69aac10e1b0c1bff0a8178e7,BOX-DEL-02,10.45,46.15,02-01-2025 18:10
69aac10e1b0c1bff0a8178e8,BOX-DEL-02,10.61,57.7,02-01-2025 18:20
69aac10e1b0c1bff0a8178e9,BOX-DEL-02,10.63,52.29,02-01-2025 18:30
69aac10e1b0c1bff0a8178ea,BOX-DEL-02,10.91,56.87,02-01-2025 18:40
69aac10e1b0c1bff0a8178eb,BOX-DEL-02,10.79,47.21,02-01-2025 18:50
69aac10e1b0c1bff0a8178ec,BOX-DEL-02,10.74,42.32,02-01-2025 19:00
69aac10e1b0c1bff0a8178ed,BOX-DEL-02,10.97,47.19,02-01-2025 19:10
69aac10e1b0c1bff0a8178ee,BOX-DEL-02,10.71,55.2,02-01-2025 19:20
69aac10e1b0c1bff0a8178ef,BOX-DEL-02,10.5,47.02,02-01-2025 19:30
69aac10e1b0c1bff0a8178f0,BOX-DEL-02,10.24,56.69,02-01-2025 19:40
69aac10e1b0c1bff0a8178f1,BOX-DEL-02,10.53,59.98,02-01-2025 19:50
69aac10e1b0c1bff0a8178f2,BOX-DEL-02,10.48,49.83,02-01-2025 20:00
69aac10e1b0c1bff0a8178f3,BOX-DEL-02,10.33,53.64,02-01-2025 20:10
69aac10e1b0c1bff0a8178f4,BOX-DEL-02,10.44,45.52,02-01-2025 20:20
69aac10e1b0c1bff0a8178f5,BOX-DEL-02,10.25,42.78,02-01-2025 20:30
69aac10e1b0c1bff0a8178f6,BOX-DEL-02,10.15,58.14,02-01-2025 20:40
69aac10e1b0c1bff0a8178f7,BOX-DEL-02,10.16,53.62,02-01-2025 20:50
69aac10e1b0c1bff0a8178f8,BOX-DEL-02,10.08,59.36,02-01-2025 21:00
69aac10e1b0c1bff0a8178f9,BOX-DEL-02,9.84,56.79,02-01-2025 21:10
69aac10e1b0c1bff0a8178fa,BOX-DEL-02,9.72,49.47,02-01-2025 21:20
69aac10e1b0c1bff0a8178fb,BOX-DEL-02,10.01,46.27,02-01-2025 21:30
69aac10e1b0c1bff0a8178fc,BOX-DEL-02,10.2,52.02,02-01-2025 21:40
69aac10e1b0c1bff0a8178fd,BOX-DEL-02,10.37,46.06,02-01-2025 21:50
69aac10e1b0c1bff0a8178fe,BOX-DEL-02,10.43,45.7,02-01-2025 22:00
69aac10e1b0c1bff0a8178ff,BOX-DEL-02,10.66,48.02,02-01-2025 22:10
69aac10e1b0c1bff0a817900,BOX-DEL-02,10.93,57.38,02-01-2025 22:20
69aac10e1b0c1bff0a817901,BOX-DEL-02,11.1,45.74,02-01-2025 22:30
69aac10e1b0c1bff0a817902,BOX-DEL-02,10.89,52.61,02-01-2025 22:40
69aac10e1b0c1bff0a817903,BOX-DEL-02,10.77,42.6,02-01-2025 22:50
69aac10e1b0c1bff0a817904,BOX-DEL-02,10.56,43.33,02-01-2025 23:00
69aac10e1b0c1bff0a817905,BOX-DEL-02,10.37,44.44,02-01-2025 23:10
69aac10e1b0c1bff0a817906,BOX-DEL-02,10.5,48.5,02-01-2025 23:20
69aac10e1b0c1bff0a817907,BOX-DEL-02,10.31,40.14,02-01-2025 23:30
69aac10e1b0c1bff0a817908,BOX-DEL-02,10.49,47.62,02-01-2025 23:40
69aac10e1b0c1bff0a817909,BOX-DEL-02,10.23,42.04,02-01-2025 23:50
69aac10e1b0c1bff0a81790a,BOX-DEL-02,10.33,52.4,03-01-2025 00:00
69aac10e1b0c1bff0a81790b,BOX-DEL-02,10.42,50.35,03-01-2025 00:10
69aac10e1b0c1bff0a81790c,BOX-DEL-02,10.7,42.65,03-01-2025 00:20
69aac10e1b0c1bff0a81790d,BOX-DEL-02,10.62,59.38,03-01-2025 00:30
69aac10e1b0c1bff0a81790e,BOX-DEL-02,10.37,53.83,03-01-2025 00:40
69aac10e1b0c1bff0a81790f,BOX-DEL-02,10.22,56.45,03-01-2025 00:50
69aac10e1b0c1bff0a817910,BOX-DEL-02,10.43,40.29,03-01-2025 01:00
69aac10e1b0c1bff0a817911,BOX-DEL-02,10.43,54.65,03-01-2025 01:10
69aac10e1b0c1bff0a817912,BOX-DEL-02,10.63,42.81,03-01-2025 01:20
