deviceId,temperature,humidity,createdAt
BOX-DEL-02,7.31,42.97,2025-01-01 11:00:00
BOX-DEL-02,7.42,49.79,2025-01-01 11:10:00
BOX-DEL-02,7.55,48.38,2025-01-01 11:20:00
BOX-DEL-02,7.63,45.82,2025-01-01 11:30:00
BOX-DEL-02,7.87,59.76,2025-01-01 11:40:00
BOX-DEL-02,8.1,47.0,2025-01-01 11:50:00
BOX-DEL-02,8.09,51.76,2025-01-01 12:00:00
BOX-DEL-02,8.39,53.96,2025-01-01 12:10:00
BOX-DEL-02,8.12,41.52,2025-01-01 12:20:00
BOX-DEL-02,8.31,43.85,2025-01-01 12:30:00
BOX-DEL-02,8.27,42.69,2025-01-01 12:40:00
BOX-DEL-02,8.02,53.21,2025-01-01 12:50:00
BOX-DEL-02,8.15,50.68,2025-01-01 13:00:00
BOX-DEL-02,8.09,53.37,2025-01-01 13:10:00
BOX-DEL-02,8.17,45.72,2025-01-01 13:20:00
BOX-DEL-02,8.2,55.84,2025-01-01 13:30:00
BOX-DEL-02,8.31,47.82,2025-01-01 13:40:00
BOX-DEL-02,8.38,58.69,2025-01-01 13:50:00
BOX-DEL-02,8.64,47.54,2025-01-01 14:00:00
BOX-DEL-02,8.9,41.42,2025-01-01 14:10:00
BOX-DEL-02,9.11,43.19,2025-01-01 14:20:00
BOX-DEL-02,9.05,46.6,2025-01-01 14:30:00
BOX-DEL-02,9.09,45.91,2025-01-01 14:40:00
BOX-DEL-02,9.0,53.39,2025-01-01 14:50:00
BOX-DEL-02,8.96,46.28,2025-01-01 15:00:00
BOX-DEL-02,8.86,40.8,2025-01-01 15:10:00
BOX-DEL-02,8.62,57.51,2025-01-01 15:20:00
BOX-DEL-02,8.75,50.75,2025-01-01 15:30:00
BOX-DEL-02,8.5,59.79,2025-01-01 15:40:00
BOX-DEL-02,8.22,46.89,2025-01-01 15:50:00
BOX-DEL-02,8.47,57.64,2025-01-01 16:00:00
BOX-DEL-02,8.67,42.19,2025-01-01 16:10:00
BOX-DEL-02,8.57,55.23,2025-01-01 16:20:00
BOX-DEL-02,8.41,40.31,2025-01-01 16:30:00
BOX-DEL-02,8.19,55.25,2025-01-01 16:40:00
BOX-DEL-02,7.96,41.88,2025-01-01 16:50:00
BOX-DEL-02,8.0,44.53,2025-01-01 17:00:00
BOX-DEL-02,7.71,59.07,2025-01-01 17:10:00
BOX-DEL-02,7.88,59.55,2025-01-01 17:20:00
BOX-DEL-02,7.75,45.13,2025-01-01 17:30:00
BOX-DEL-02,7.58,52.22,2025-01-01 17:40:00
BOX-DEL-02,7.72,56.84,2025-01-01 17:50:00
BOX-DEL-02,7.65,49.41,2025-01-01 18:00:00
BOX-DEL-02,7.73,53.72,2025-01-01 18:10:00
BOX-DEL-02,8.03,47.58,2025-01-01 18:20:00
BOX-DEL-02,7.75,51.92,2025-01-01 18:30:00
BOX-DEL-02,8.03,57.2,2025-01-01 18:40:00
BOX-DEL-02,7.98,42.59,2025-01-01 18:50:00
BOX-DEL-02,7.98,44.68,2025-01-01 19:00:00
BOX-DEL-02,8.09,48.46,2025-01-01 19:10:00
BOX-DEL-02,7.94,46.63,2025-01-01 19:20:00
BOX-DEL-02,7.83,49.73,2025-01-01 19:30:00
BOX-DEL-02,7.92,50.7,2025-01-01 19:40:00
BOX-DEL-02,7.83,47.82,2025-01-01 19:50:00
BOX-DEL-02,7.62,49.34,2025-01-01 20:00:00
BOX-DEL-02,7.49,51.26,2025-01-01 20:10:00
BOX-DEL-02,7.28,52.08,2025-01-01 20:20:00
BOX-DEL-02,7.14,52.57,2025-01-01 20:30:00
BOX-DEL-02,6.91,44.19,2025-01-01 20:40:00
BOX-DEL-02,6.87,51.21,2025-01-01 20:50:00
BOX-DEL-02,7.15,41.81,2025-01-01 21:00:00
BOX-DEL-02,6.95,41.81,2025-01-01 21:10:00
BOX-DEL-02,7.01,52.31,2025-01-01 21:20:00
BOX-DEL-02,7.04,43.91,2025-01-01 21:30:00
BOX-DEL-02,7.16,50.2,2025-01-01 21:40:00
BOX-DEL-02,7.34,40.45,2025-01-01 21:50:00
BOX-DEL-02,7.22,57.73,2025-01-01 22:00:00
BOX-DEL-02,7.31,47.25,2025-01-01 22:10:00
BOX-DEL-02,7.51,44.37,2025-01-01 22:20:00
BOX-DEL-02,7.51,48.78,2025-01-01 22:30:00
BOX-DEL-02,7.33,56.89,2025-01-01 22:40:00
BOX-DEL-02,7.47,43.99,2025-01-01 22:50:00
BOX-DEL-02,7.45,53.28,2025-01-01 23:00:00
BOX-DEL-02,7.54,54.95,2025-01-01 23:10:00
BOX-DEL-02,7.65,42.53,2025-01-01 23:20:00
BOX-DEL-02,7.66,44.69,2025-01-01 23:30:00
BOX-DEL-02,7.41,59.12,2025-01-01 23:40:00
BOX-DEL-02,7.52,45.53,2025-01-01 23:50:00
BOX-DEL-02,7.74,48.84,2025-01-02 00:00:00
BOX-DEL-02,7.92,44.15,2025-01-02 00:10:00
BOX-DEL-02,8.05,41.92,2025-01-02 00:20:00
BOX-DEL-02,8.34,57.1,2025-01-02 00:30:00
BOX-DEL-02,8.56,48.86,2025-01-02 00:40:00
BOX-DEL-02,8.4,47.86,2025-01-02 00:50:00
BOX-DEL-02,8.3,53.54,2025-01-02 01:00:00
BOX-DEL-02,8.32,49.31,2025-01-02 01:10:00
BOX-DEL-02,8.09,53.67,2025-01-02 01:20:00
BOX-DEL-02,8.36,49.39,2025-01-02 01:30:00
BOX-DEL-02,8.16,43.08,2025-01-02 01:40:00
BOX-DEL-02,8.38,44.65,2025-01-02 01:50:00
BOX-DEL-02,8.08,40.32,2025-01-02 02:00:00
BOX-DEL-02,8.21,57.12,2025-01-02 02:10:00
BOX-DEL-02,8.45,47.31,2025-01-02 02:20:00
BOX-DEL-02,8.56,46.59,2025-01-02 02:30:00
BOX-DEL-02,8.63,54.28,2025-01-02 02:40:00
BOX-DEL-02,8.53,49.06,2025-01-02 02:50:00
BOX-DEL-02,8.7,45.29,2025-01-02 03:00:00
BOX-DEL-02,8.62,56.9,2025-01-02 03:10:00
BOX-DEL-02,8.35,58.54,2025-01-02 03:20:00
BOX-DEL-02,8.38,41.71,2025-01-02 03:30:00
BOX-DEL-02,8.25,58.58,2025-01-02 03:40:00
BOX-DEL-02,8.48,48.62,2025-01-02 03:50:00
BOX-DEL-02,8.5,45.44,2025-01-02 04:00:00
BOX-DEL-02,8.38,40.1,2025-01-02 04:10:00
BOX-DEL-02,8.33,41.53,2025-01-02 04:20:00
BOX-DEL-02,8.26,43.15,2025-01-02 04:30:00
BOX-DEL-02,8.37,44.86,2025-01-02 04:40:00
BOX-DEL-02,8.29,53.65,2025-01-02 04:50:00
BOX-DEL-02,8.57,49.33,2025-01-02 05:00:00
BOX-DEL-02,8.29,42.56,2025-01-02 05:10:00
BOX-DEL-02,8.44,40.18,2025-01-02 05:20:00
BOX-DEL-02,8.19,46.18,2025-01-02 05:30:00
BOX-DEL-02,8.45,51.25,2025-01-02 05:40:00
BOX-DEL-02,8.42,46.3,2025-01-02 05:50:00
BOX-DEL-02,8.56,44.25,2025-01-02 06:00:00
BOX-DEL-02,8.68,44.07,2025-01-02 06:10:00
BOX-DEL-02,8.94,55.78,2025-01-02 06:20:00
BOX-DEL-02,9.14,48.85,2025-01-02 06:30:00
BOX-DEL-02,9.21,47.14,2025-01-02 06:40:00
BOX-DEL-02,9.44,49.42,2025-01-02 06:50:00
BOX-DEL-02,9.32,42.63,2025-01-02 07:00:00
BOX-DEL-02,9.59,42.58,2025-01-02 07:10:00
BOX-DEL-02,9.39,44.37,2025-01-02 07:20:00
BOX-DEL-02,9.67,51.07,2025-01-02 07:30:00
BOX-DEL-02,9.56,50.71,2025-01-02 07:40:00
BOX-DEL-02,9.59,59.72,2025-01-02 07:50:00
BOX-DEL-02,9.48,52.85,2025-01-02 08:00:00
BOX-DEL-02,9.23,54.84,2025-01-02 08:10:00
BOX-DEL-02,9.03,56.86,2025-01-02 08:20:00
BOX-DEL-02,8.89,54.61,2025-01-02 08:30:00
BOX-DEL-02,8.9,49.08,2025-01-02 08:40:00
BOX-DEL-02,8.66,58.57,2025-01-02 08:50:00
BOX-DEL-02,8.59,56.15,2025-01-02 09:00:00
BOX-DEL-02,8.32,51.77,2025-01-02 09:10:00
BOX-DEL-02,8.07,43.05,2025-01-02 09:20:00
BOX-DEL-02,8.05,53.67,2025-01-02 09:30:00
BOX-DEL-02,8.07,41.63,2025-01-02 09:40:00
BOX-DEL-02,8.13,51.86,2025-01-02 09:50:00
BOX-DEL-02,8.42,59.75,2025-01-02 10:00:00
BOX-DEL-02,8.49,55.05,2025-01-02 10:10:00
BOX-DEL-02,8.64,53.01,2025-01-02 10:20:00
BOX-DEL-02,8.54,41.54,2025-01-02 10:30:00
BOX-DEL-02,8.64,49.17,2025-01-02 10:40:00
BOX-DEL-02,8.84,46.15,2025-01-02 10:50:00
BOX-DEL-02,9.02,40.49,2025-01-02 11:00:00
BOX-DEL-02,9.18,58.51,2025-01-02 11:10:00
BOX-DEL-02,9.31,49.23,2025-01-02 11:20:00
BOX-DEL-02,9.36,51.72,2025-01-02 11:30:00
BOX-DEL-02,9.56,47.81,2025-01-02 11:40:00
BOX-DEL-02,9.28,56.18,2025-01-02 11:50:00
BOX-DEL-02,9.43,58.37,2025-01-02 12:00:00
BOX-DEL-02,9.73,41.14,2025-01-02 12:10:00
BOX-DEL-02,9.87,49.78,2025-01-02 12:20:00
BOX-DEL-02,9.87,44.23,2025-01-02 12:30:00
BOX-DEL-02,9.7,51.96,2025-01-02 12:40:00
BOX-DEL-02,9.63,47.11,2025-01-02 12:50:00
BOX-DEL-02,9.54,42.9,2025-01-02 13:00:00
BOX-DEL-02,9.73,59.66,2025-01-02 13:10:00
BOX-DEL-02,9.76,51.45,2025-01-02 13:20:00
BOX-DEL-02,9.99,49.73,2025-01-02 13:30:00
BOX-DEL-02,10.12,52.68,2025-01-02 13:40:00
BOX-DEL-02,10.14,49.96,2025-01-02 13:50:00
BOX-DEL-02,10.2,58.51,2025-01-02 14:00:00
BOX-DEL-02,10.28,52.33,2025-01-02 14:10:00
BOX-DEL-02,10.31,52.47,2025-01-02 14:20:00
BOX-DEL-02,10.4,48.08,2025-01-02 14:30:00
BOX-DEL-02,10.53,59.39,2025-01-02 14:40:00
BOX-DEL-02,10.46,50.02,2025-01-02 14:50:00
BOX-DEL-02,10.44,41.66,2025-01-02 15:00:00
BOX-DEL-02,10.26,49.59,2025-01-02 15:10:00
BOX-DEL-02,10.11,52.47,2025-01-02 15:20:00
BOX-DEL-02,10.3,43.06,2025-01-02 15:30:00
BOX-DEL-02,10.42,51.08,2025-01-02 15:40:00
BOX-DEL-02,10.46,49.0,2025-01-02 15:50:00
BOX-DEL-02,10.71,44.84,2025-01-02 16:00:00
BOX-DEL-02,10.56,49.71,2025-01-02 16:10:00
BOX-DEL-02,10.39,44.41,2025-01-02 16:20:00
BOX-DEL-02,10.53,57.88,2025-01-02 16:30:00
BOX-DEL-02,10.74,43.14,2025-01-02 16:40:00
BOX-DEL-02,10.97,40.87,2025-01-02 16:50:00
BOX-DEL-02,10.83,45.86,2025-01-02 17:00:00
BOX-DEL-02,10.83,49.45,2025-01-02 17:10:00
BOX-DEL-02,10.75,47.6,2025-01-02 17:20:00
BOX-DEL-02,11.02,59.14,2025-01-02 17:30:00
BOX-DEL-02,11.05,55.75,2025-01-02 17:40:00
BOX-DEL-02,11.0,51.47,2025-01-02 17:50:00
BOX-DEL-02,10.71,43.67,2025-01-02 18:00:00
BOX-DEL-02,10.45,46.15,2025-01-02 18:10:00
BOX-DEL-02,10.61,57.7,2025-01-02 18:20:00
BOX-DEL-02,10.63,52.29,2025-01-02 18:30:00
BOX-DEL-02,10.91,56.87,2025-01-02 18:40:00
BOX-DEL-02,10.79,47.21,2025-01-02 18:50:00
BOX-DEL-02,10.74,42.32,2025-01-02 19:00:00
BOX-DEL-02,10.97,47.19,2025-01-02 19:10:00
BOX-DEL-02,10.71,55.2,2025-01-02 19:20:00
BOX-DEL-02,10.5,47.02,2025-01-02 19:30:00
BOX-DEL-02,10.24,56.69,2025-01-02 19:40:00
BOX-DEL-02,10.53,59.98,2025-01-02 19:50:00
BOX-DEL-02,10.48,49.83,2025-01-02 20:00:00
BOX-DEL-02,10.33,53.64,2025-01-02 20:10:00
BOX-DEL-02,10.44,45.52,2025-01-02 20:20:00
BOX-DEL-02,10.25,42.78,2025-01-02 20:30:00
BOX-DEL-02,10.15,58.14,2025-01-02 20:40:00
BOX-DEL-02,10.16,53.62,2025-01-02 20:50:00
BOX-DEL-02,10.08,59.36,2025-01-02 21:00:00
BOX-DEL-02,9.84,56.79,2025-01-02 21:10:00
BOX-DEL-02,9.72,49.47,2025-01-02 21:20:00
BOX-DEL-02,10.01,46.27,2025-01-02 21:30:00
BOX-DEL-02,10.2,52.02,2025-01-02 21:40:00
BOX-DEL-02,10.37,46.06,2025-01-02 21:50:00
BOX-DEL-02,10.43,45.7,2025-01-02 22:00:00
BOX-DEL-02,10.66,48.02,2025-01-02 22:10:00
BOX-DEL-02,10.93,57.38,2025-01-02 22:20:00
BOX-DEL-02,11.1,45.74,2025-01-02 22:30:00
BOX-DEL-02,10.89,52.61,2025-01-02 22:40:00
BOX-DEL-02,10.77,42.6,2025-01-02 22:50:00
BOX-DEL-02,10.56,43.33,2025-01-02 23:00:00
BOX-DEL-02,10.37,44.44,2025-01-02 23:10:00
BOX-DEL-02,10.5,48.5,2025-01-02 23:20:00
BOX-DEL-02,10.31,40.14,2025-01-02 23:30:00
BOX-DEL-02,10.49,47.62,2025-01-02 23:40:00
BOX-DEL-02,10.23,42.04,2025-01-02 23:50:00
BOX-DEL-02,10.33,52.4,2025-01-03 00:00:00
BOX-DEL-02,10.42,50.35,2025-01-03 00:10:00
BOX-DEL-02,10.7,42.65,2025-01-03 00:20:00
BOX-DEL-02,10.62,59.38,2025-01-03 00:30:00
BOX-DEL-02,10.37,53.83,2025-01-03 00:40:00
BOX-DEL-02,10.22,56.45,2025-01-03 00:50:00
BOX-DEL-02,10.43,40.29,2025-01-03 01:00:00
BOX-DEL-02,10.43,54.65,2025-01-03 01:10:00
BOX-DEL-02,10.63,42.81,2025-01-03 01:20:00
BOX-DEL-02,10.43,47.16,2025-01-03 01:30:00
BOX-DEL-02,10.71,47.13,2025-01-03 01:40:00
BOX-DEL-02,10.61,42.84,2025-01-03 01:50:00
BOX-DEL-02,10.72,47.38,2025-01-03 02:00:00
BOX-DEL-02,10.68,47.38,2025-01-03 02:10:00
BOX-DEL-02,10.88,54.71,2025-01-03 02:20:00
BOX-DEL-02,11.18,46.85,2025-01-03 02:30:00
BOX-DEL-02,10.91,58.13,2025-01-03 02:40:00
BOX-DEL-02,10.77,40.78,2025-01-03 02:50:00
BOX-DEL-02,10.95,45.79,2025-01-03 03:00:00
BOX-DEL-02,10.7,53.08,2025-01-03 03:10:00
BOX-DEL-02,10.99,52.89,2025-01-03 03:20:00
BOX-DEL-02,11.02,50.3,2025-01-03 03:30:00
BOX-DEL-02,10.8,59.97,2025-01-03 03:40:00
BOX-DEL-02,11.09,51.72,2025-01-03 03:50:00
BOX-DEL-02,11.15,57.51,2025-01-03 04:00:00
BOX-DEL-02,11.42,41.31,2025-01-03 04:10:00
BOX-DEL-02,11.46,56.3,2025-01-03 04:20:00
BOX-DEL-02,11.74,59.38,2025-01-03 04:30:00
BOX-DEL-02,11.65,46.65,2025-01-03 04:40:00
BOX-DEL-02,11.89,51.43,2025-01-03 04:50:00
BOX-DEL-02,12.17,55.39,2025-01-03 05:00:00
BOX-DEL-02,12.26,47.96,2025-01-03 05:10:00
BOX-DEL-02,12.07,43.51,2025-01-03 05:20:00
BOX-DEL-02,11.88,44.12,2025-01-03 05:30:00
BOX-DEL-02,11.97,52.49,2025-01-03 05:40:00
BOX-DEL-02,12.08,51.92,2025-01-03 05:50:00
BOX-DEL-02,12.38,47.54,2025-01-03 06:00:00
BOX-DEL-02,12.22,45.67,2025-01-03 06:10:00
BOX-DEL-02,12.48,57.72,2025-01-03 06:20:00
BOX-DEL-02,12.33,52.01,2025-01-03 06:30:00
BOX-DEL-02,12.39,51.18,2025-01-03 06:40:00
BOX-DEL-02,12.24,54.15,2025-01-03 06:50:00
BOX-DEL-02,12.08,49.61,2025-01-03 07:00:00
BOX-DEL-02,12.23,55.39,2025-01-03 07:10:00
BOX-DEL-02,12.08,48.88,2025-01-03 07:20:00
BOX-DEL-02,12.24,54.68,2025-01-03 07:30:00
BOX-DEL-02,12.48,49.7,2025-01-03 07:40:00
BOX-DEL-02,12.21,45.75,2025-01-03 07:50:00
BOX-DEL-02,12.29,51.09,2025-01-03 08:00:00
BOX-DEL-02,12.28,50.1,2025-01-03 08:10:00
BOX-DEL-02,12.3,54.01,2025-01-03 08:20:00
BOX-DEL-02,12.45,47.83,2025-01-03 08:30:00
BOX-DEL-02,12.72,59.16,2025-01-03 08:40:00
BOX-DEL-02,12.98,57.03,2025-01-03 08:50:00
BOX-DEL-02,12.85,46.61,2025-01-03 09:00:00
BOX-DEL-02,12.84,42.95,2025-01-03 09:10:00
BOX-DEL-02,12.74,41.04,2025-01-03 09:20:00
BOX-DEL-02,12.77,48.31,2025-01-03 09:30:00
BOX-DEL-02,12.91,47.21,2025-01-03 09:40:00
BOX-DEL-02,13.07,43.7,2025-01-03 09:50:00
BOX-DEL-02,13.33,53.47,2025-01-03 10:00:00
BOX-DEL-02,13.39,49.15,2025-01-03 10:10:00
BOX-DEL-02,13.6,49.31,2025-01-03 10:20:00
BOX-DEL-02,13.6,55.19,2025-01-03 10:30:00
BOX-DEL-02,13.51,43.0,2025-01-03 10:40:00
BOX-DEL-02,13.72,56.71,2025-01-03 10:50:00
BOX-DEL-02,13.89,45.18,2025-01-03 11:00:00
BOX-DEL-02,14.12,40.51,2025-01-03 11:10:00
BOX-DEL-02,14.36,42.47,2025-01-03 11:20:00
BOX-DEL-02,14.51,49.35,2025-01-03 11:30:00
BOX-DEL-02,14.72,56.58,2025-01-03 11:40:00
BOX-DEL-02,14.95,46.74,2025-01-03 11:50:00
BOX-DEL-02,15.01,50.36,2025-01-03 12:00:00
BOX-DEL-02,15.29,50.33,2025-01-03 12:10:00
BOX-DEL-02,15.2,51.57,2025-01-03 12:20:00
BOX-DEL-02,15.26,44.28,2025-01-03 12:30:00
BOX-DEL-02,15.12,59.86,2025-01-03 12:40:00
BOX-DEL-02,15.12,57.49,2025-01-03 12:50:00
BOX-DEL-02,15.04,57.6,2025-01-03 13:00:00
BOX-DEL-02,15.09,58.31,2025-01-03 13:10:00
BOX-DEL-02,15.14,47.91,2025-01-03 13:20:00
BOX-DEL-02,15.17,55.19,2025-01-03 13:30:00
BOX-DEL-02,15.21,43.32,2025-01-03 13:40:00
BOX-DEL-02,15.17,51.75,2025-01-03 13:50:00
BOX-DEL-02,15.42,43.32,2025-01-03 14:00:00
BOX-DEL-02,15.25,41.24,2025-01-03 14:10:00
BOX-DEL-02,15.0,50.78,2025-01-03 14:20:00
BOX-DEL-02,14.96,47.12,2025-01-03 14:30:00
BOX-DEL-02,14.97,48.18,2025-01-03 14:40:00
BOX-DEL-02,14.9,45.67,2025-01-03 14:50:00
BOX-DEL-02,14.93,46.63,2025-01-03 15:00:00
BOX-DEL-02,14.67,44.58,2025-01-03 15:10:00
BOX-DEL-02,14.89,54.97,2025-01-03 15:20:00
BOX-DEL-02,15.05,41.41,2025-01-03 15:30:00
BOX-DEL-02,15.25,48.52,2025-01-03 15:40:00
BOX-DEL-02,15.16,46.19,2025-01-03 15:50:00
BOX-DEL-02,15.01,56.41,2025-01-03 16:00:00
BOX-DEL-02,14.84,41.11,2025-01-03 16:10:00
BOX-DEL-02,15.08,51.76,2025-01-03 16:20:00
BOX-DEL-02,15.17,57.33,2025-01-03 16:30:00
BOX-DEL-02,15.44,41.12,2025-01-03 16:40:00
BOX-DEL-02,15.26,54.21,2025-01-03 16:50:00
BOX-DEL-02,15.26,45.88,2025-01-03 17:00:00
BOX-DEL-02,15.14,45.23,2025-01-03 17:10:00
BOX-DEL-02,15.12,49.9,2025-01-03 17:20:00
BOX-DEL-02,15.24,47.03,2025-01-03 17:30:00
BOX-DEL-02,15.13,48.97,2025-01-03 17:40:00
BOX-DEL-02,14.91,58.89,2025-01-03 17:50:00
BOX-DEL-02,14.86,50.71,2025-01-03 18:00:00
BOX-DEL-02,14.67,43.02,2025-01-03 18:10:00
BOX-DEL-02,14.65,55.06,2025-01-03 18:20:00
BOX-DEL-02,14.69,50.87,2025-01-03 18:30:00
BOX-DEL-02,14.87,42.53,2025-01-03 18:40:00
BOX-DEL-02,14.81,43.37,2025-01-03 18:50:00
BOX-DEL-02,14.99,53.26,2025-01-03 19:00:00
BOX-DEL-02,14.71,51.73,2025-01-03 19:10:00
BOX-DEL-02,14.69,43.71,2025-01-03 19:20:00
BOX-DEL-02,14.84,58.41,2025-01-03 19:30:00
BOX-DEL-02,14.64,43.35,2025-01-03 19:40:00
BOX-DEL-02,14.38,59.7,2025-01-03 19:50:00
BOX-DEL-02,14.32,45.52,2025-01-03 20:00:00
BOX-DEL-02,14.2,41.31,2025-01-03 20:10:00
BOX-DEL-02,13.92,42.27,2025-01-03 20:20:00
BOX-DEL-02,13.86,46.0,2025-01-03 20:30:00
BOX-DEL-02,13.79,59.93,2025-01-03 20:40:00
BOX-DEL-02,13.7,47.11,2025-01-03 20:50:00
BOX-DEL-02,13.79,56.42,2025-01-03 21:00:00
BOX-DEL-02,13.82,53.73,2025-01-03 21:10:00
BOX-DEL-02,13.9,40.89,2025-01-03 21:20:00
BOX-DEL-02,13.71,55.48,2025-01-03 21:30:00
BOX-DEL-02,13.72,53.19,2025-01-03 21:40:00
BOX-DEL-02,13.5,45.62,2025-01-03 21:50:00
BOX-DEL-02,13.34,55.64,2025-01-03 22:00:00
BOX-DEL-02,13.39,49.24,2025-01-03 22:10:00
BOX-DEL-02,13.55,58.58,2025-01-03 22:20:00
BOX-DEL-02,13.7,42.31,2025-01-03 22:30:00
BOX-DEL-02,13.7,44.51,2025-01-03 22:40:00
BOX-DEL-02,13.79,46.72,2025-01-03 22:50:00
BOX-DEL-02,13.63,46.24,2025-01-03 23:00:00
BOX-DEL-02,13.93,49.43,2025-01-03 23:10:00
BOX-DEL-02,14.2,54.11,2025-01-03 23:20:00
BOX-DEL-02,14.05,58.28,2025-01-03 23:30:00
BOX-DEL-02,14.17,49.68,2025-01-03 23:40:00
BOX-DEL-02,14.05,58.9,2025-01-03 23:50:00
BOX-DEL-02,14.2,46.68,2025-01-04 00:00:00
BOX-DEL-02,14.25,41.68,2025-01-04 00:10:00
BOX-DEL-02,14.05,41.32,2025-01-04 00:20:00
BOX-DEL-02,14.01,49.73,2025-01-04 00:30:00
BOX-DEL-02,13.84,54.3,2025-01-04 00:40:00
BOX-DEL-02,13.6,48.05,2025-01-04 00:50:00
BOX-DEL-02,13.7,55.26,2025-01-04 01:00:00
BOX-DEL-02,13.91,57.61,2025-01-04 01:10:00
BOX-DEL-02,13.86,40.83,2025-01-04 01:20:00
BOX-DEL-02,13.84,40.07,2025-01-04 01:30:00
BOX-DEL-02,14.0,57.97,2025-01-04 01:40:00
BOX-DEL-02,13.85,50.3,2025-01-04 01:50:00
BOX-DEL-02,13.92,41.59,2025-01-04 02:00:00
BOX-DEL-02,13.65,52.78,2025-01-04 02:10:00
BOX-DEL-02,13.41,49.04,2025-01-04 02:20:00
BOX-DEL-02,13.57,42.46,2025-01-04 02:30:00
BOX-DEL-02,13.39,43.29,2025-01-04 02:40:00
BOX-DEL-02,13.18,51.69,2025-01-04 02:50:00
